grid_id,c_bar,n_weeks,poi_cnt_life,poi_cnt_transport,poi_cnt_economy,poi_cnt_public_service,y_true_bar,c_hat,r_alignment
3049_46756,20863.91469476162,13,0.0,0.0,0.0,0.0,22185.92157451923,20746.26841768443,117.64627707719046
3052_46754,17908.95983573718,13,1.0,0.0,0.0,0.0,18561.77088341346,25120.839261829602,-7211.879426092422
3052_46756,405048.79607371794,13,0.0,1.0,0.0,0.0,408414.6298076923,105465.95487190082,299582.84120181715
3053_46755,39047.42074819712,13,0.0,0.0,1.0,0.0,40552.07151442308,30197.98563846034,8849.435109736776
3053_46756,359298.4893830129,13,1.0,1.0,0.0,0.0,358855.125,127703.70957362965,231594.7798093832
3054_46753,31595.614896334133,13,0.0,0.0,0.0,0.0,37312.925330528844,20746.26841768443,10849.346478649702
3054_46755,127928.48878205128,13,3.0,0.0,0.0,0.0,125922.14002403847,30417.79032900859,97510.69845304269
3055_46754,33880.87989533253,13,0.0,1.0,0.0,0.0,36741.380558894234,105465.95487190082,-71585.07497656828
3057_46762,32733.89985226362,13,1.0,0.0,0.0,0.0,30018.769981971152,25120.839261829602,7613.060590434019
3106_46960,22983.313514122598,13,0.0,0.0,0.0,0.0,22156.154747596152,20746.26841768443,2237.045096438167
3126_47008,18472.06830929487,13,0.0,0.0,0.0,0.0,18525.76817908654,20746.26841768443,-2274.2001083895593
3129_46988,20333.240985576922,13,0.0,0.0,0.0,0.0,19697.76983173077,20746.26841768443,-413.0274321075085
3146_46979,54036.07424379007,13,1.0,0.0,0.0,0.0,58089.928786057695,25120.839261829602,28915.234981960468
3149_47014,13216.92041015625,13,0.0,0.0,0.0,0.0,12247.386117788461,20746.26841768443,-7529.3480075281805
3156_47014,18133.35460486779,13,0.0,0.0,0.0,0.0,15110.924429086539,20746.26841768443,-2612.9138128166414
3162_46902,16569.474665715145,13,0.0,0.0,0.0,0.0,15338.692908653846,20746.26841768443,-4176.793751969286
3164_46999,14912.499104817709,13,0.0,0.0,0.0,0.0,14042.922701322115,20746.26841768443,-5833.7693128667215
3170_46902,18796.32092598157,13,0.0,0.0,0.0,0.0,18539.23039362981,20746.26841768443,-1949.9474917028601
3172_46989,30108.050455729168,13,0.0,0.0,0.0,0.0,25785.385516826922,20746.26841768443,9361.782038044737
3176_47014,22927.930463741985,13,0.0,0.0,0.0,0.0,22878.385216346152,20746.26841768443,2181.662046057554
3183_46902,15380.719307141426,13,0.0,0.0,0.0,0.0,15903.537334735576,20746.26841768443,-5365.549110543005
3186_46902,22463.53705929487,13,2.0,0.0,0.0,0.0,22325.690655048078,28095.761385222122,-5632.224325927251
3188_47014,23350.235864883813,13,0.0,0.0,0.0,0.0,25251.842247596152,20746.26841768443,2603.967447199382
3190_46906,16240.67360902444,13,0.0,0.0,0.0,0.0,17456.154071514422,20746.26841768443,-4505.594808659991
3190_46978,11884.16043795072,13,0.0,0.0,0.0,0.0,10519.231708233174,20746.26841768443,-8862.10797973371
3201_46924,16127.436273036858,13,0.0,0.0,0.0,0.0,16075.691781850961,20746.26841768443,-4618.832144647573
3206_46983,13831.282045022035,13,0.0,0.0,0.0,0.0,13440.3818359375,20746.26841768443,-6914.986372662395
3208_46975,19974.251189403043,13,0.0,0.0,0.0,0.0,17887.38371394231,20746.26841768443,-772.0172282813874
3210_46983,15805.986716245992,13,0.0,0.0,0.0,0.0,15214.615609975961,20746.26841768443,-4940.281701438438
3214_46982,15931.344889322916,13,0.0,0.0,0.0,0.0,15970.46259014423,20746.26841768443,-4814.923528361514
3222_46975,17616.21481244992,13,0.0,0.0,0.0,0.0,17921.23182091346,20746.26841768443,-3130.0536052345087
3222_46983,18415.425693609777,13,1.0,0.0,0.0,0.0,17108.30596454327,25120.839261829602,-6705.413568219825
3222_47008,14962.421048677885,13,1.0,0.0,0.0,0.0,14605.38506610577,25120.839261829602,-10158.418213151717
3223_46832,37212.77534054487,13,0.0,0.0,2.0,0.0,34259.53695913462,37613.87548306355,-401.10014251868415
3223_47015,25506.114658453524,13,0.0,0.0,0.0,0.0,21250.461688701922,20746.26841768443,4759.846240769093
3226_46885,54386.59567808493,13,0.0,0.0,0.0,0.0,52400.46484375,20746.26841768443,33640.3272604005
3228_46887,54392.88146033654,13,0.0,0.0,0.0,0.0,54127.081129807695,20746.26841768443,33646.61304265211
3235_47014,19132.093249198715,13,0.0,0.0,0.0,0.0,15032.308969350961,20746.26841768443,-1614.1751684857154
3236_46887,15868.683900490785,13,0.0,0.0,0.0,0.0,15543.92315204327,20746.26841768443,-4877.584517193645
3238_46925,14627.852000701123,13,0.0,0.0,0.0,0.0,14312.461162860576,20746.26841768443,-6118.4164169833075
3238_46934,13429.273105719152,13,0.0,0.0,0.0,0.0,14348.38408954327,20746.26841768443,-7316.995311965278
3238_46978,16792.029021434297,13,0.0,0.0,0.0,0.0,15428.61602313702,20746.26841768443,-3954.2393962501337
3238_47003,19476.899639423078,13,1.0,0.0,0.0,0.0,18601.0791015625,25120.839261829602,-5643.939622406524
3239_46940,15455.39248422476,13,0.0,0.0,0.0,0.0,16077.38446514423,20746.26841768443,-5290.875933459671
3240_46979,24447.486428285254,13,0.0,0.0,0.0,0.0,27625.620830829328,20746.26841768443,3701.2180106008236
3242_46908,16234.357822516024,13,0.0,0.0,0.0,0.0,16604.692157451922,20746.26841768443,-4511.910595168407
3244_46887,12820.692551832934,13,0.0,0.0,0.0,0.0,11980.923490084135,20746.26841768443,-7925.575865851497
3245_46887,14010.298270983574,13,0.0,0.0,0.0,0.0,13219.308443509615,20746.26841768443,-6735.970146700856
3246_46910,13272.082450671072,13,0.0,0.0,0.0,0.0,13735.385967548076,20746.26841768443,-7474.185967013358
3256_47013,23129.35993840144,13,1.0,0.0,0.0,0.0,21840.002704326922,25120.839261829602,-1991.4793234281606
3257_47012,58979.26099258814,13,0.0,0.0,1.0,0.0,62264.995793269234,30197.98563846034,28781.2753541278
3286_46873,56725.674253806086,13,0.0,1.0,0.0,0.0,56176.457932692305,105465.95487190082,-48740.28061809473
3288_46928,20137.919227013223,13,0.0,0.0,0.0,0.0,26194.31084735577,20746.26841768443,-608.3491906712079
3289_46886,19291.48341095753,13,0.0,0.0,0.0,0.0,18433.538236177883,20746.26841768443,-1454.7850067268992
3294_46886,18140.474947415867,13,1.0,0.0,0.0,0.0,17790.77155949519,25120.839261829602,-6980.364314413735
3295_46894,24198.672676282054,13,0.0,0.0,0.0,0.0,20292.769681490383,20746.26841768443,3452.404258597624
3295_46915,295676.22365785256,13,0.0,0.0,0.0,0.0,293090.77764423075,20746.26841768443,274929.95524016814
3296_46895,28992.707294170672,13,1.0,0.0,0.0,0.0,28823.611328125,25120.839261829602,3871.86803234107
3296_46900,79344.0442207532,13,0.0,0.0,0.0,0.0,80477.98948317308,20746.26841768443,58597.77580306877
3299_46914,16699.65251903045,13,1.0,0.0,0.0,0.0,15094.076171875,25120.839261829602,-8421.186742799153
